ID,chemical_name,cas_rn,protected_cas_rn,DTXSID,PubChem_CID,InChI_string,InChIKey,smiles,S,S_unit,S_comment,S_AD,comment_compound,DTXSID_mixture_network
ID_0551,Tebuconazole,107534-96-3,CASRN_107534-96-3,DTXSID9032113,86102,"InChI=1/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3
",PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,36.16569653614858,mg/L,OPERA 2.7,1,n/a,n/a
ID_0552,desmethylcitalopram,62498-67-3,CASRN_62498-67-3,DTXSID90881082,162180,"InChI=1/C19H19FN2O/c1-22-10-2-9-19(16-4-6-17(20)7-5-16)18-8-3-14(12-21)11-15(18)13-23-19/h3-8,11,22H,2,9-10,13H2,1H3
",PTJADDMMFYXMMG-UHFFFAOYSA-N,CNCCCC1(OCC2=CC(=CC=C12)C#N)C1=CC=C(F)C=C1,23.00819422130484,mg/L,OPERA 2.7,1,n/a,n/a
ID_0553,1-(4-Fluorophenyl)-2-(methylamino)propan-1-one--hydrogen chloride (1/1),7589-35-7,CASRN_7589-35-7,DTXSID10705392,53488001,"InChI=1S/C10H12FNO.ClH/c1-7(12-2)10(13)8-3-5-9(11)6-4-8;/h3-7,12H,1-2H3;1H
",AQIZJTCPVRVBFJ-UHFFFAOYSA-N,Cl.CNC(C)C(=O)C1=CC=C(F)C=C1,4653.702080219509,mg/L,OPERA 2.7,1,n/a,n/a
ID_0554,Methylperone | Melperon,3575-80-2,CASRN_3575-80-2,DTXSID0023298,15387,"InChI=1S/C16H22FNO/c1-13-8-11-18(12-9-13)10-2-3-16(19)14-4-6-15(17)7-5-14/h4-7,13H,2-3,8-12H2,1H3
",DKMFBWQBDIGMHM-UHFFFAOYSA-N,CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,282.19103815015495,mg/L,OPERA 2.7,1,n/a,n/a
ID_0555,Fluanisone,1480-19-9,CASRN_1480-19-9,DTXSID4045711,15139,"InChI=1S/C21H25FN2O2/c1-26-21-7-3-2-5-19(21)24-15-13-23(14-16-24)12-4-6-20(25)17-8-10-18(22)11-9-17/h2-3,5,7-11H,4,6,12-16H2,1H3
",IRYFCWPNDIUQOW-UHFFFAOYSA-N,COC1=CC=CC=C1N1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,51.52139973244493,mg/L,OPERA 2.7,1,n/a,n/a
ID_0556,Azaperol,09.05.2804,CASRN_2804-05-9,DTXSID80950731,3080589,"InChI=1/C19H24FN3O/c20-17-8-6-16(7-9-17)18(24)4-3-11-22-12-14-23(15-13-22)19-5-1-2-10-21-19/h1-2,5-10,18,24H,3-4,11-15H2
",LVXYAFNPMXCRJI-UHFFFAOYSA-N,OC(CCCN1CCN(CC1)C1=CC=CC=N1)C1=CC=C(F)C=C1,49.859583289860744,mg/L,OPERA 2.7,1,n/a,n/a
ID_0557,Azaperone,1649-18-9,CASRN_1649-18-9,DTXSID2045361,15443,"InChI=1S/C19H22FN3O/c20-17-8-6-16(7-9-17)18(24)4-3-11-22-12-14-23(15-13-22)19-5-1-2-10-21-19/h1-2,5-10H,3-4,11-15H2
",XTKDAFGWCDAMPY-UHFFFAOYSA-N,FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1,49.554449342176014,mg/L,OPERA 2.7,1,n/a,n/a
ID_0558,Trifluperidol,749-13-3,CASRN_749-13-3,DTXSID4023703,5567,"InChI=1S/C22H23F4NO2/c23-19-8-6-16(7-9-19)20(28)5-2-12-27-13-10-21(29,11-14-27)17-3-1-4-18(15-17)22(24,25)26/h1,3-4,6-9,15,29H,2,5,10-14H2
",GPMXUUPHFNMNDH-UHFFFAOYSA-N,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC(=CC=C1)C(F)(F)F,0.17465231948534204,mg/L,OPERA 2.7,1,n/a,n/a
ID_0559,"P-FLUOROPHENETHYLAMINE,N,B-DIMETHYL",n/a,n/a,DTXSID60874103,11116435,"InChI=1S/C10H14FN/c1-8(12-2)7-9-3-5-10(11)6-4-9/h3-6,8,12H,7H2,1-2H3/t8-/m1/s1
",YCWZPIHKUYZTFM-MRVPVSSYSA-N,CN[C@H](C)CC1=CC=C(F)C=C1,898.0621621160825,mg/L,OPERA 2.7,1,n/a,n/a
ID_0560,p-fluoro-alpha-methylbenzeneethanamine,459-02-9,CASRN_459-02-9,DTXSID90894758,9986,"InChI=1/C9H12FN/c1-7(11)6-8-2-4-9(10)5-3-8/h2-5,7H,6,11H2,1H3
",DGXWNDGLEOIEGT-UHFFFAOYSA-N,CC(N)CC1=CC=C(F)C=C1,4029.570563583725,mg/L,OPERA 2.7,1,n/a,n/a
ID_0561,para-Methoxy-N-methylamphetamine,22331-70-0,CASRN_22331-70-0,DTXSID30874251,90766,"InChI=1/C11H17NO/c1-9(12-2)8-10-4-6-11(13-3)7-5-10/h4-7,9,12H,8H2,1-3H3
",UGFMBZYKVQSQFX-UHFFFAOYSA-N,CNC(C)CC1=CC=C(OC)C=C1,9193.707027844404,mg/L,OPERA 2.7,1,n/a,n/a
ID_0562,4-Methoxyamphetamine,64-13-1,CASRN_64-13-1,DTXSID7040578,31721,"InChI=1/C10H15NO/c1-8(11)7-9-3-5-10(12-2)6-4-9/h3-6,8H,7,11H2,1-2H3
",NEGYEDYHPHMHGK-UHFFFAOYSA-N,COC1=CC=C(CC(C)N)C=C1,2806.1098815816877,mg/L,OPERA 2.7,1,n/a,n/a
ID_0563,1-(4-Methylphenyl)-2-(pyrrolidin-1-yl)pentan-1-one,3563-49-3,CASRN_3563-49-3,DTXSID20863194,14373,"InChI=1/C16H23NO/c1-3-6-15(17-11-4-5-12-17)16(18)14-9-7-13(2)8-10-14/h7-10,15H,3-6,11-12H2,1-2H3
",SWUVZKWCOBGPTH-UHFFFAOYSA-N,CCCC(N1CCCC1)C(=O)C1=CC=C(C)C=C1,397.9370563485712,mg/L,OPERA 2.7,1,n/a,n/a
ID_0564,4'-Methyl-alpha-pyrrolidinopropiophenone,28117-80-8,CASRN_28117-80-8,DTXSID80891438,6430745,"InChI=1/C14H19NO/c1-11-5-7-13(8-6-11)14(16)12(2)15-9-3-4-10-15/h5-8,12H,3-4,9-10H2,1-2H3
",APSJUNFBAXIXLK-UHFFFAOYSA-N,CC(N1CCCC1)C(=O)C1=CC=C(C)C=C1,671.5582810303937,mg/L,OPERA 2.7,1,n/a,n/a
ID_0565,Musk ketone,81-14-1,CASRN_81-14-1,DTXSID6025690,6669,"InChI=1S/C14H18N2O5/c1-7-10(9(3)17)8(2)13(16(20)21)11(14(4,5)6)12(7)15(18)19/h1-6H3
",WXCMHFPAUCOJIG-UHFFFAOYSA-N,CC(=O)C1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,1.9002055918450216,mg/L,OPERA 2.7,1,n/a,n/a
ID_0566,Aramite,140-57-8,CASRN_140-57-8,DTXSID3020097,8809,"InChI=1/C15H23ClO4S/c1-12(20-21(17)19-10-9-16)11-18-14-7-5-13(6-8-14)15(2,3)4/h5-8,12H,9-11H2,1-4H3
",YKFRAOGHWKADFJ-UHFFFAOYSA-N,CC(COC1=CC=C(C=C1)C(C)(C)C)OS(=O)OCCCl,0.5954746432456337,mg/L,OPERA 2.7,1,n/a,n/a
ID_0567,Ebastine,90729-43-4,CASRN_90729-43-4,DTXSID6046472,3191,"InChI=1S/C32H39NO2/c1-32(2,3)28-18-16-25(17-19-28)30(34)15-10-22-33-23-20-29(21-24-33)35-31(26-11-6-4-7-12-26)27-13-8-5-9-14-27/h4-9,11-14,16-19,29,31H,10,15,20-24H2,1-3H3
",MJJALKDDGIKVBE-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1,14.852237863736226,mg/L,OPERA 2.7,1,n/a,n/a
ID_0568,Terfenadine,50679-08-8,CASRN_50679-08-8,DTXSID2023642,5405,"InChI=1/C32H41NO2/c1-31(2,3)26-18-16-25(17-19-26)30(34)15-10-22-33-23-20-29(21-24-33)32(35,27-11-6-4-7-12-27)28-13-8-5-9-14-28/h4-9,11-14,16-19,29-30,34-35H,10,15,20-24H2,1-3H3
",GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,0.0963057162431446,mg/L,OPERA 2.7,1,n/a,n/a
ID_0569,5-Methoxy-alpha-methyltryptamine,1137-04-8,CASRN_1137-04-8,DTXSID60893758,36906,"InChI=1/C12H16N2O/c1-8(13)5-9-7-14-12-4-3-10(15-2)6-11(9)12/h3-4,6-8,14H,5,13H2,1-2H3
",OGNJZVNNKBZFRM-UHFFFAOYSA-N,COC1=CC=C2NC=C(CC(C)N)C2=C1,8321.679148787955,mg/L,OPERA 2.7,1,n/a,n/a
ID_0570,Imidacloprid-AMCP,97004-04-1,CASRN_97004-04-1,DTXSID00427314,7020927,"InChI=1S/C6H7ClN2/c7-6-2-1-5(3-8)4-9-6/h1-2,4H,3,8H2
",XPARFBOWIYMLMY-UHFFFAOYSA-N,NCC1=CN=C(Cl)C=C1,5297.720831696584,mg/L,OPERA 2.7,1,n/a,n/a
ID_0571,Celestolide,13171-00-1,CASRN_13171-00-1,DTXSID9044536,61585,"InChI=1S/C17H24O/c1-11(18)14-9-12(16(2,3)4)10-15-13(14)7-8-17(15,5)6/h9-10H,7-8H2,1-6H3
",IKTHMQYJOWTSJO-UHFFFAOYSA-N,CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,1.143041783574829,mg/L,OPERA 2.7,1,n/a,n/a
ID_0572,Adinazolam,37115-32-5,CASRN_37115-32-5,DTXSID40190611,37632,"InChI=1S/C19H18ClN5/c1-24(2)12-18-23-22-17-11-21-19(13-6-4-3-5-7-13)15-10-14(20)8-9-16(15)25(17)18/h3-10H,11-12H2,1-2H3
",GJSLOMWRLALDCT-UHFFFAOYSA-N,CN(C)CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,43.285776432262814,mg/L,OPERA 2.7,1,n/a,n/a
ID_0573,Benzoctamine,17243-39-9,CASRN_17243-39-9,DTXSID4022654,28425,"InChI=1S/C18H19N/c1-19-12-18-11-10-13(14-6-2-4-8-16(14)18)15-7-3-5-9-17(15)18/h2-9,13,19H,10-12H2,1H3
",GNRXCIONJWKSEA-UHFFFAOYSA-N,CNCC12CCC(C3=CC=CC=C13)C1=C2C=CC=C1,612.0988510884723,mg/L,OPERA 2.7,1,n/a,n/a
ID_0574,2-Acetylfluorene,781-73-7,CASRN_781-73-7,DTXSID6049357,69908,"InChI=1S/C15H12O/c1-10(16)11-6-7-15-13(8-11)9-12-4-2-3-5-14(12)15/h2-8H,9H2,1H3
",IBASEVZORZFIIH-UHFFFAOYSA-N,CC(=O)C1=CC2=C(C=C1)C1=CC=CC=C1C2,3.1521426559932446,mg/L,OPERA 2.7,1,n/a,n/a
ID_0575,Rimantadine,13392-28-4,CASRN_13392-28-4,DTXSID2023561,5071,"InChI=1/C12H21N/c1-8(13)12-5-9-2-10(6-12)4-11(3-9)7-12/h8-11H,2-7,13H2,1H3
",UBCHPRBFMUDMNC-UHFFFAOYSA-N,CC(N)C12CC3CC(CC(C3)C1)C2,878.2077076449796,mg/L,OPERA 2.7,1,n/a,n/a
ID_0576,9-Acetylanthracene,784-04-3,CASRN_784-04-3,DTXSID90229061,69911,"InChI=1S/C16H12O/c1-11(17)16-14-8-4-2-6-12(14)10-13-7-3-5-9-15(13)16/h2-10H,1H3
",NXXNVJDXUHMAHU-UHFFFAOYSA-N,CC(=O)C1=C2C=CC=CC2=CC2=CC=CC=C12,0.9839144152668488,mg/L,OPERA 2.7,1,n/a,n/a
ID_0577,Biperiden,514-65-8,CASRN_514-65-8,DTXSID6022680,2381,"InChI=1/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2
",YSXKPIUOCJLQIE-UHFFFAOYSA-N,OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1,25.31715080391159,mg/L,OPERA 2.7,1,n/a,n/a
ID_0578,Acetylcedrene,32388-55-9,CASRN_32388-55-9,DTXSID4029353,16220111,"InChI=1S/C17H26O/c1-10-6-7-15-16(4,5)14-9-17(10,15)8-13(11(14)2)12(3)18/h10,14-15H,6-9H2,1-5H3/t10-,14+,15+,17+/m1/s1
",YBUIAJZFOGJGLJ-SWRJLBSHSA-N,[H][C@]12C[C@@]3(CC(C(C)=O)=C1C)[C@H](C)CC[C@@]3([H])C2(C)C,29.62307431031229,mg/L,OPERA 2.7,1,n/a,n/a
ID_0579,Diiodomethyl 4-methylphenyl sulfone,20018-09-1,CASRN_20018-09-1,DTXSID3032541,62738,"InChI=1S/C8H8I2O2S/c1-6-2-4-7(5-3-6)13(11,12)8(9)10/h2-5,8H,1H3
",XOILGBPDXMVFIP-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(=O)(=O)C(I)I,133.45444181442596,mg/L,OPERA 2.7,1,n/a,n/a
ID_0580,Amydricaine,963-07-5,CASRN_963-07-5,DTXSID70242192,12428,"InChI=1S/C16H26N2O2/c1-6-16(12-17(2)3,13-18(4)5)20-15(19)14-10-8-7-9-11-14/h7-11H,6,12-13H2,1-5H3
",VEXNFKCQMGMBBJ-UHFFFAOYSA-N,CCC(CN(C)C)(CN(C)C)OC(=O)C1=CC=CC=C1,860.325887230054,mg/L,OPERA 2.7,1,n/a,n/a
ID_0581,Cinnarizine,298-57-7,CASRN_298-57-7,DTXSID3022821,2761,"InChI=1S/C26H28N2/c1-4-11-23(12-5-1)13-10-18-27-19-21-28(22-20-27)26(24-14-6-2-7-15-24)25-16-8-3-9-17-25/h1-17,26H,18-22H2
",DERZBLKQOCDDDZ-UHFFFAOYSA-N,C(C=CC1=CC=CC=C1)N1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,735.3020493615911,mg/L,OPERA 2.7,1,n/a,n/a
ID_0582,Cyclizine,82-92-8,CASRN_82-92-8,DTXSID4022864,6726,"InChI=1S/C18H22N2/c1-19-12-14-20(15-13-19)18(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18H,12-15H2,1H3
",UVKZSORBKUEBAZ-UHFFFAOYSA-N,CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,1012.7789290704166,mg/L,OPERA 2.7,1,n/a,n/a
ID_0583,Carbetamide,16118-49-3,CASRN_16118-49-3,DTXSID7041756,152031,"InChI=1S/C12H16N2O3/c1-3-13-11(15)9(2)17-12(16)14-10-7-5-4-6-8-10/h4-9H,3H2,1-2H3,(H,13,15)(H,14,16)/t9-/m1/s1
",AMRQXHFXNZFDCH-SECBINFHSA-N,CCNC(=O)[C@@H](C)OC(=O)NC1=CC=CC=C1,3415.1550007391097,mg/L,OPERA 2.7,1,n/a,n/a
ID_0584,Methyltolylsulfone,3185-99-7,CASRN_3185-99-7,DTXSID6075229,18521,"InChI=1S/C8H10O2S/c1-7-3-5-8(6-4-7)11(2,9)10/h3-6H,1-2H3
",YYDNBUBMBZRNQQ-UHFFFAOYSA-N,CC1=CC=C(C=C1)S(C)(=O)=O,1741.9516607595278,mg/L,OPERA 2.7,1,n/a,n/a
ID_0585,1-Methylamino-anthraquinone,82-38-2,CASRN_82-38-2,DTXSID2052570,6706,"InChI=1S/C15H11NO2/c1-16-12-8-4-7-11-13(12)15(18)10-6-3-2-5-9(10)14(11)17/h2-8,16H,1H3
",SVTDYSXXLJYUTM-UHFFFAOYSA-N,CNC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,0.11891068067593942,mg/L,OPERA 2.7,1,n/a,n/a
ID_0586,Naphyrone,850352-53-3,CASRN_850352-53-3,DTXSID301014192,11243002,"InChI=1/C19H23NO/c1-2-7-18(20-12-5-6-13-20)19(21)17-11-10-15-8-3-4-9-16(15)14-17/h3-4,8-11,14,18H,2,5-7,12-13H2,1H3
",DTNUPBSOODGRKW-UHFFFAOYSA-N,CCCC(N1CCCC1)C(=O)C1=CC2=CC=CC=C2C=C1,690.7526341648521,mg/L,OPERA 2.7,1,n/a,n/a
ID_0587,2-Acetonaphthone,93-08-3,CASRN_93-08-3,DTXSID2041389,7122,"InChI=1S/C12H10O/c1-9(13)11-7-6-10-4-2-3-5-12(10)8-11/h2-8H,1H3
",XSAYZAUNJMRRIR-UHFFFAOYSA-N,CC(=O)C1=CC2=CC=CC=C2C=C1,269.7662551819987,mg/L,OPERA 2.7,1,n/a,n/a
ID_0588,2-Acetylphenanthrene,5960-69-0,CASRN_5960-69-0,DTXSID60208282,80060,"InChI=1S/C16H12O/c1-11(17)13-8-9-16-14(10-13)7-6-12-4-2-3-5-15(12)16/h2-10H,1H3
",CWILMKDSVMROHT-UHFFFAOYSA-N,CC(=O)C1=CC2=C(C=C1)C1=CC=CC=C1C=C2,8.569536313303514,mg/L,OPERA 2.7,1,n/a,n/a
ID_0589,3-Acetylphenanthrene,2039-76-1,CASRN_2039-76-1,DTXSID9049243,74867,"InChI=1S/C16H12O/c1-11(17)14-9-8-13-7-6-12-4-2-3-5-15(12)16(13)10-14/h2-10H,1H3
",JKVNPRNAHRHQDD-UHFFFAOYSA-N,CC(=O)C1=CC2=C(C=C1)C=CC1=CC=CC=C21,8.569536313303514,mg/L,OPERA 2.7,1,n/a,n/a
ID_0590,9-Acetylphenanthrene,2039-77-2,CASRN_2039-77-2,DTXSID70174328,74868,"InChI=1S/C16H12O/c1-11(17)16-10-12-6-2-3-7-13(12)14-8-4-5-9-15(14)16/h2-10H,1H3
",UIFAWZBYTTXSOG-UHFFFAOYSA-N,CC(=O)C1=CC2=CC=CC=C2C2=CC=CC=C12,8.569536313303514,mg/L,OPERA 2.7,1,n/a,n/a
ID_0591,C.I. Solvent Yellow 14,842-07-9,CASRN_842-07-9,DTXSID4021135,13297,"InChI=1S/C16H12N2O/c19-15-11-10-12-6-4-5-9-14(12)16(15)18-17-13-7-2-1-3-8-13/h1-11,19H
",MRQIXHXHHPWVIL-UHFFFAOYSA-N,OC1=CC=C2C=CC=CC2=C1N=NC1=CC=CC=C1,0.6838336736083173,mg/L,OPERA 2.7,1,n/a,n/a
ID_0592,Bupranolol,14556-46-8,CASRN_14556-46-8,DTXSID7022704,2475,"InChI=1/C14H22ClNO2/c1-10-5-6-12(15)13(7-10)18-9-11(17)8-16-14(2,3)4/h5-7,11,16-17H,8-9H2,1-4H3
",HQIRNZOQPUAHHV-UHFFFAOYSA-N,CC1=CC=C(Cl)C(OCC(O)CNC(C)(C)C)=C1,1528.38748773485,mg/L,OPERA 2.7,1,n/a,n/a
ID_0593,"4,4'-DDT",50-29-3,CASRN_50-29-3,DTXSID4020375,3036,"InChI=1S/C14H9Cl5/c15-11-5-1-9(2-6-11)13(14(17,18)19)10-3-7-12(16)8-4-10/h1-8,13H
",YVGGHNCTFXOJCH-UHFFFAOYSA-N,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,0.00691180913722232,mg/L,OPERA 2.7,1,n/a,n/a
ID_0594,Methoxychlor,72-43-5,CASRN_72-43-5,DTXSID9020827,4115,"InChI=1S/C16H15Cl3O2/c1-20-13-7-3-11(4-8-13)15(16(17,18)19)12-5-9-14(21-2)10-6-12/h3-10,15H,1-2H3
",IAKOZHOLGAGEJT-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,0.08484455896173733,mg/L,OPERA 2.7,1,n/a,n/a
ID_0595,"4,4'-DDD",72-54-8,CASRN_72-54-8,DTXSID4020373,6294,"InChI=1S/C14H10Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8,13-14H
",AHJKRLASYNVKDZ-UHFFFAOYSA-N,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.09019670894925634,mg/L,OPERA 2.7,1,n/a,n/a
ID_0596,"1,1'-(2,2-Dichloroethylidene)bis(4-methoxybenzene)",7388-31-0,CASRN_7388-31-0,DTXSID6041216,81869,"InChI=1S/C16H16Cl2O2/c1-19-13-7-3-11(4-8-13)15(16(17)18)12-5-9-14(20-2)10-6-12/h3-10,15-16H,1-2H3
",RBEICLNUPBZRMH-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(C(Cl)Cl)C1=CC=C(OC)C=C1,0.4498208566561327,mg/L,OPERA 2.7,1,n/a,n/a
ID_0597,"4,4'-DDE",72-55-9,CASRN_72-55-9,DTXSID9020374,3035,"InChI=1S/C14H8Cl4/c15-11-5-1-9(2-6-11)13(14(17)18)10-3-7-12(16)8-4-10/h1-8H
",UCNVFOCBFJOQAL-UHFFFAOYSA-N,ClC(Cl)=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.05277818283032927,mg/L,OPERA 2.7,1,n/a,n/a
ID_0598,"1,1-Bis(p-chlorophenyl)-2-chloroethene | 4,4'-DDMU",1022-22-6,CASRN_1022-22-6,DTXSID6073940,98491,"InChI=1S/C14H9Cl3/c15-9-14(10-1-5-12(16)6-2-10)11-3-7-13(17)8-4-11/h1-9H
",LNKQQZFLNUVWQQ-UHFFFAOYSA-N,ClC=C(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0.12378715970666618,mg/L,OPERA 2.7,1,n/a,n/a
ID_0599,Decabromodiphenyl ethane,84852-53-9,CASRN_84852-53-9,DTXSID2052732,10985889,"InChI=1S/C14H4Br10/c15-5-3(6(16)10(20)13(23)9(5)19)1-2-4-7(17)11(21)14(24)12(22)8(4)18/h1-2H2
",BZQKBFHEWDPQHD-UHFFFAOYSA-N,BrC1=C(Br)C(Br)=C(CCC2=C(Br)C(Br)=C(Br)C(Br)=C2Br)C(Br)=C1Br,1.3406650877732032e-5,mg/L,OPERA 2.7,1,n/a,n/a
ID_0600,Tris(N-hydroxypropyl) hexahydrotriazine,25254-50-6,CASRN_25254-50-6,DTXSID4042042,91360,"InChI=1/C12H27N3O3/c1-10(16)4-13-7-14(5-11(2)17)9-15(8-13)6-12(3)18/h10-12,16-18H,4-9H2,1-3H3
",QUGSRMKLRLHUHU-UHFFFAOYSA-N,CC(O)CN1CN(CC(C)O)CN(CC(C)O)C1,45420.20514069092,mg/L,OPERA 2.7,1,n/a,n/a
ID_0601,Pentachloroethane,76-01-7,CASRN_76-01-7,DTXSID7021104,6419,"InChI=1S/C2HCl5/c3-1(4)2(5,6)7/h1H
",BNIXVQGCZULYKV-UHFFFAOYSA-N,ClC(Cl)C(Cl)(Cl)Cl,496.5385194647681,mg/L,OPERA 2.7,1,n/a,n/a
ID_0602,"1,1,1-Trichloroethane",71-55-6,CASRN_71-55-6,DTXSID0021381,6278,"InChI=1S/C2H3Cl3/c1-2(3,4)5/h1H3
",UOCLXMDMGBRAIB-UHFFFAOYSA-N,CC(Cl)(Cl)Cl,1365.072851702526,mg/L,OPERA 2.7,1,n/a,n/a
ID_0603,N-Methylperfluorooctanesulfonamide | N-MeFOSA,31506-32-8,CASRN_31506-32-8,DTXSID1067629,3034468,"InChI=1S/C9H4F17NO2S/c1-27-30(28,29)9(25,26)7(20,21)5(16,17)3(12,13)2(10,11)4(14,15)6(18,19)8(22,23)24/h27H,1H3
",SRMWNTGHXHOWBT-UHFFFAOYSA-N,CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.4076254202134598,mg/L,OPERA 2.7,0,n/a,n/a
ID_0604,Perfluorooctanesulfonamide,754-91-6,CASRN_754-91-6,DTXSID3038939,69785,"InChI=1S/C8H2F17NO2S/c9-1(10,3(13,14)5(17,18)7(21,22)23)2(11,12)4(15,16)6(19,20)8(24,25)29(26,27)28/h(H2,26,27,28)
",RRRXPPIDPYTNJG-UHFFFAOYSA-N,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.3874559857940449,mg/L,OPERA 2.7,0,n/a,n/a
ID_0605,"1,1,2,2-Tetrachloroethane",79-34-5,CASRN_79-34-5,DTXSID7021318,6591,"InChI=1S/C2H2Cl4/c3-1(4)2(5)6/h1-2H
",QPFMBZIOSGYJDE-UHFFFAOYSA-N,ClC(Cl)C(Cl)Cl,2916.724910972952,mg/L,OPERA 2.7,1,n/a,n/a
ID_0606,Hexachloropropene,1888-71-7,CASRN_1888-71-7,DTXSID7062039,15902,"InChI=1S/C3Cl6/c4-1(2(5)6)3(7,8)9
",VFDYKPARTDCDCU-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)(Cl)Cl,17.207911739666702,mg/L,OPERA 2.7,1,n/a,n/a
ID_0607,Cashmeran,33704-61-9,CASRN_33704-61-9,DTXSID8047399,92292,"InChI=1/C14H22O/c1-9-13(2,3)10-7-6-8-11(15)12(10)14(9,4)5/h9H,6-8H2,1-5H3
",MIZGSAALSYARKU-UHFFFAOYSA-N,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,65.24695873448816,mg/L,OPERA 2.7,1,n/a,n/a
ID_0608,"Hexachloro-1,3-butadiene",87-68-3,CASRN_87-68-3,DTXSID7020683,6901,"InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10
",RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.2078027930162025,mg/L,OPERA 2.7,1,n/a,n/a
ID_0609,"1,1,2-Trichloro-1,2,2-trifluoroethane",76-13-1,CASRN_76-13-1,DTXSID6021377,6428,"InChI=1S/C2Cl3F3/c3-1(4,6)2(5,7)8
",AJDIZQLSFPQPEY-UHFFFAOYSA-N,FC(F)(Cl)C(F)(Cl)Cl,170.8834709701168,mg/L,OPERA 2.7,1,n/a,n/a
ID_0610,Trichloroethylene,79-01-6,CASRN_79-01-6,DTXSID0021383,6575,"InChI=1S/C2HCl3/c3-1-2(4)5/h1H
",XSTXAVWGXDQKEL-UHFFFAOYSA-N,ClC=C(Cl)Cl,1313.8000000000002,mg/L,OPERA 2.7,1,n/a,n/a
ID_0611,trans-alpha-Methylstilbene,833-81-8,CASRN_833-81-8,DTXSID90891560,1549166,"InChI=1S/C15H14/c1-13(15-10-6-3-7-11-15)12-14-8-4-2-5-9-14/h2-12H,1H3/b13-12+
",OVZXISBUYCEVEV-OUKQBFOZSA-N,C\C(=C/C1=CC=CC=C1)C1=CC=CC=C1,3.079082947517678,mg/L,OPERA 2.7,1,n/a,n/a
ID_0612,cis-Stilbene,645-49-8,CASRN_645-49-8,DTXSID5026049,5356785,"InChI=1S/C14H12/c1-3-7-13(8-4-1)11-12-14-9-5-2-6-10-14/h1-12H/b12-11-
",PJANXHGTPQOBST-QXMHVHEDSA-N,C(=C\C1=CC=CC=C1)\C1=CC=CC=C1,0.29914054006562013,mg/L,OPERA 2.7,1,n/a,n/a
