ID,chemical_name,DTXSID,parent_or_TP,TP_of,use_group,use_group_details,additional_use_info,target_taxa,MoA_broad,MoA_specific,molecular_target,further_MoA_info,nontarget_taxa,nontarget_taxa_alert,source,MoA_comment,date_of_retrieval,PubChem_CID,InChIKey,comment_compound
ID_0704,"1,5-Dihydroxyanthraquinone | Anthrarufin",DTXSID8051594,parent,n/a,Industrial Chemical,IC Precursor to dyes,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,wikipedia,n/a,2/19/2022,8328,JPICKYUTICNNNJ-UHFFFAOYSA-N,n/a
ID_0705,Phenazone | Antipyrine,DTXSID6021117,parent,n/a,Pharmaceutical,Ph Analgetic,antipyretic ,humans,Antiinflammatory,Cyclooxygenase inhibition,Cyclooxygenase 1 and 2 (COX-1 and COX-2),n/a,n/a,n/a,drugbank,n/a,3/1/2021,2206,VEQOALNAAJBPNY-UHFFFAOYSA-N,n/a
ID_0706,Propyphenazone,DTXSID6023529,parent,n/a,Pharmaceutical,Ph Analgetic,n/a,humans,Antiinflammatory,Cyclooxygenase inhibition,Cyclooxygenase,n/a,n/a,n/a,"wikipedia, pubchem",n/a,3/1/2021,3778,PXWLVJLKJGVOKE-UHFFFAOYSA-N,n/a
ID_0707,Ramifenazone,DTXSID1045906,parent,n/a,Pharmaceutical,Ph Antiinflammatory (NSAID),n/a,humans,Antiinflammatory,Cyclooxygenase inhibition,Cyclooxygenase 2 (COX-2),n/a,n/a,n/a,Fioravanti et al. 2010 (doi: 10.1016/j.ejmech.2010.10.005),n/a,7/8/2022,5037,XOZLRRYPUKAKMU-UHFFFAOYSA-N,n/a
ID_0708,4-Formyl-antipyrine,DTXSID10241720,parent,n/a,Industrial Chemical,IC,antiviral activity,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Varadaraju et al. 2019 (doi: 10.1007/s10847-019-00919-5),only little information: derivate of analgetic drug Antipyrene,3/1/2021,70371,QFYZFYDOEJZMDX-UHFFFAOYSA-N,n/a
ID_0709,Noramidopyrine,DTXSID80199865,TP,"Metamizol, Aminopyrine",Pharmaceutical,Ph Analgetic,"analgetic, antipyretic",humans,Antiinflammatory,n/a,n/a,n/a,n/a,n/a,"wikipedia, pubchem",n/a,7/3/2022,10618,JILCEWWZTBBOFS-UHFFFAOYSA-N,n/a
ID_0710,Sucralose,DTXSID1040245,parent,n/a,Food Additive,FA Sweetener,n/a,n/a,"Olfactory/Gustatory system, Metabolic system",Sweet taste receptor agonist,Sweet taste receptor (T1R2 and T1R3),"alters microbiome and carbohydrate metabolism in mouse models, induces gut dysbiosis associated with altered insulin and glucose levels in humans, protective role in the pulmonary endothelium to reduce vascular leak",vertebrates,n/a,"wikipedia, Méndez-García et al. 2022 (doi: 10.3390/microorganisms10020434), Lizunkova et al. 2018 (doi: 10.1007/s00417-018-4157-8)",n/a,4/21/2022,71485,BAQAVOSOZGMPRM-QBMZZYIRSA-N,n/a
ID_0711,"1,6-Dinitropyrene",DTXSID90872819,parent,n/a,Industrial Chemical,IC Combustion product,nitro-PAH,n/a,Nucleic acid damage,DNA adduct formation,DNA,n/a,humans,"mutagenic, Possibly carcinogenic","Singletary and MacDonald 2000 (doi: 10.1016/S0304-3835(00)00412-2), IARC/2B/2014",n/a,2/19/2022,39184,GUXACCKTQWVTLG-UHFFFAOYSA-N,n/a
ID_0712,4-Methylbenzylidene camphor,DTXSID8047896,parent,n/a,Industrial Chemical,IC PC,"UVB filter, sunscreen",n/a,"Cell and DNA protection, Endocrine",n/a,n/a,"potential Progesterone and androgen receptor antagonist, estrogen-like activities",mammals,endocrine disruptor,"wikipedia, drugbank, ECHA/HH/2022",n/a,3/1/2021,37563,HEOCBCNFKCOKBX-UHFFFAOYSA-N,n/a
ID_0713,Camphor,DTXSID5030955,parent,n/a,"Natural, Industrial Chemical, Food Additive, Pharmaceutical",IC Fragrance/Repellent/Plasticizer/PC + FA + Ph Skin antipruritic/Antiinfective agent,n/a,"insects, humans",Neuroactive,"TRPV agonist, TRPA inhibition","Transient receptor potential cation channel subfamily V (TRPV), Transient receptor potential cation channel subfamily A (TRPA)",n/a,n/a,n/a,"CPDat, drugbank, wikipedia",n/a,3/11/2022,2537,DSSYKIVIOFKYAU-UHFFFAOYSA-N,n/a
ID_1376,Ofurace,DTXSID6058138,parent,n/a,Pesticide,F,n/a,fungi,Nucleic acid biosynthesis inhibition,RNA polymerase I inhibition,RNA polymerase I,n/a,n/a,n/a,"PPDB, FRAC",n/a,7/4/2022,42850,OWDLFBLNMPCXSD-UHFFFAOYSA-N,n/a
ID_0715,"1,8-Dichloroanthraquinone",DTXSID8058873,parent,n/a,Industrial Chemical,IC Colorant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,2/28/2022,6708,VBQNYYXVDQUKIU-UHFFFAOYSA-N,n/a
ID_0716,"1,8-Dihydroxyanthraquinone",DTXSID9020328,parent,n/a,"Natural, Pharmaceutical",Ph Laxative,withdrawn from market due to genotoxicity,n/a,unknown,n/a,n/a,n/a,humans,Possibly carcinogenic,"wikipedia, drugbank, IARC/2B/1990",n/a,2/19/2022,2950,QBPFLULOKWLNNW-UHFFFAOYSA-N,n/a
ID_0717,6-Mercaptopurine,DTXSID0020810,parent,n/a,Pharmaceutical,Ph Antineoplastic,immunosuppressant ,humans,Nucleic acid biosynthesis inhibition,HGPRTase inhibition,Hypoxanthine-guanine phosphoribosyltransferase (HGPRTase),antimetabolite ,n/a,n/a,"drugbank, IARC/3/1987",n/a,2/18/2022,4071,GLVAUDGFNGKCSF-UHFFFAOYSA-N,n/a
ID_0718,Bifonazole,DTXSID9045631,parent,n/a,Pharmaceutical,Ph Antifungal,n/a,fungi (in humans),Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase,Ergosterol biosynthesis inhibition,n/a,n/a,drugbank,n/a,2/18/2022,2378,OCAPBUJLXMYKEJ-UHFFFAOYSA-N,n/a
ID_0719,Bitertanol,DTXSID2037502,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,"mammals, birds, fish",potential endocrine disruptor and reproduction/development effects in humans,"FRAC, PPDB",n/a,3/3/2022,91656,VGPIBGGRCVEHQZ-UHFFFAOYSA-N,n/a
ID_0720,Pindolol,DTXSID8023476,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,"Beta adrenergic receptor antagonist, Beta adrenergic receptor partial agonist",Beta-1 and beta-2 adrenergic receptor,n/a,n/a,n/a,"drugbank, wikipedia",n/a,3/1/2021,4828,JZQKKSLKJUAGIC-UHFFFAOYSA-N,n/a
ID_0721,C.I. Solvent Orange 7,DTXSID5040706,parent,n/a,Industrial Chemical,IC Colorant,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"CPDat, wikipedia, IARC/3/1987",n/a,7/9/2022,18386,JBTHDAVBDKKSRW-UHFFFAOYSA-N,n/a
ID_0722,Rufinamide,DTXSID1046506,parent,n/a,Pharmaceutical,Ph Anticonvulsant,n/a,humans,Neuroactive,Sodium channel modulator,Voltage-gated sodium channels,n/a,n/a,n/a,"drugbank, wikipedia",n/a,2/28/2022,129228,POGQSBRIGCQNEG-UHFFFAOYSA-N,n/a
ID_0723,Halfenprox,DTXSID3057935,parent,n/a,Pesticide,I/A,n/a,insects,Neuroactive,Sodium channel modulator,Sodium channels,n/a,"fish, aquatic invertebrates",n/a,PPDB,n/a,5/31/2022,10140464,WIFXJBMOTMKRMM-UHFFFAOYSA-N,n/a
ID_0724,Clotrimazole,DTXSID7029871,parent,n/a,Pharmaceutical,Ph Antifungal,n/a,fungi (in humans),Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase,"Ergosterol biosynthesis inhibition, may inhibit endogenous respiration, interact with membrane phospholipids, inhibit the transformation of yeasts to mycelial forms and the uptake of purine, impair triglyceride and/or phospholipid biosynthesis, and inhibit the movement of calcium and potassium ions across the cell membrane by blocking the ion transport pathway",n/a,n/a,drugbank,n/a,3/1/2021,2812,VNFPBHJOKIVQEB-UHFFFAOYSA-N,n/a
ID_0725,1-Piperonylpiperazine,DTXSID70185994,parent,n/a,Industrial Chemical,IC,research agent for pharmaceuticals,n/a,Neuroactive,Serotonin uptake inhibition,n/a,"weak serotonin uptake inhibition, suggested that 1-piperonylpiperazine might inhibit the MDMA-induced neurotoxicity by effect(s) other than 5-HT uptake inhibition",n/a,n/a,Hashimoto et al. 1992 (doi: 10.1016/0926-6917(92)90027-A),n/a,10/3/2022,94426,NBOOZXVYXHATOW-UHFFFAOYSA-N,n/a
ID_0726,Mepindolol,DTXSID40865110,parent,n/a,Pharmaceutical,Ph Beta blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-adrenergic receptor,n/a,n/a,n/a,"drugbank, wikipedia",n/a,7/3/2022,71698,NXWGWUVGUSFQJC-UHFFFAOYSA-N,n/a
ID_0727,Captopril,DTXSID1037197,parent,n/a,Pharmaceutical,Ph Hypertension,n/a,humans,Cardiovascular system,ACE inhibition,Angiotensin Converting Enzyme (ACE),n/a,n/a,n/a,drugbank,n/a,2/18/2022,12851888,FAKRSMQSSFJEIM-RQJHMYQMSA-N,n/a
ID_0728,Quaternium-15 (free base),DTXSID1047992,parent,n/a,Industrial Chemical,IC Antimicrobial/Preservative/PC,antistatic agent,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Becker et al. 2010 (doi: 10.1177/1091581810363915),n/a,11/22/2021,5846454,LDLCEGCJYSDJLX-UPHRSURJSA-N,n/a
ID_0729,Lercanidipine,DTXSID2048327,parent,n/a,Pharmaceutical,Ph Hypertension,n/a,humans,Cardiovascular system,Calcium channel blocker,Voltage-dependent calcium channels,n/a,n/a,n/a,drugbank,n/a,6/17/2022,65866,ZDXUKAKRHYTAKV-UHFFFAOYSA-N,n/a
ID_0768,Mabuterol,DTXSID3048283,parent,n/a,Pharmaceutical,Ph Bronchodilator,n/a,humans,"Respiratory system, Neuromuscular system",Beta adrenergic receptor agonist,Beta-2 adrenergic receptor,n/a,n/a,n/a,"wikipedia, pubchem",n/a,6/17/2022,3995,JSJCTEKTBOKRST-UHFFFAOYSA-N,n/a
ID_0731,Meclizine,DTXSID0023242,parent,n/a,Pharmaceutical,Ph Antihistamine,"treatment of nausea, motion sickness",humans,Antihistamine,Histamine receptor antagonist,Histamine H1 receptor,n/a,n/a,n/a,drugbank,n/a,6/17/2022,4034,OCJYIGYOJCODJL-UHFFFAOYSA-N,n/a
ID_2107,"5-Iodo-2,3-dihydro-1H-inden-2-amine",DTXSID60927643,parent,n/a,Drug of abuse,Psychedelic drug,entactogen,humans,Neuroactive,Monoamine releasing agent,n/a,n/a,n/a,n/a,drugbank,n/a,5/31/2022,131506,BIHPYCDDPGNWQO-UHFFFAOYSA-N,n/a
ID_0733,Norchlorcyclizine,DTXSID00891490,TP,"Cetirizine, Chlorcyclizine, Meclozine",Pharmaceutical,Ph Antihistamine,n/a,humans,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, pubchem",n/a,7/5/2022,9340,UZKBSZSTDQSMDR-UHFFFAOYSA-N,n/a
ID_0734,Astemizole,DTXSID9020110,parent,n/a,Pharmaceutical,Ph Antihistamine,n/a,humans,Antihistamine,Histamine receptor antagonist,Histamine H1 receptor,n/a,n/a,n/a,drugbank,n/a,4/13/2022,2247,GXDALQBWZGODGZ-UHFFFAOYSA-N,n/a
ID_0735,Desnitro-imidacloprid,DTXSID90436011,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,3/1/2021,10130527,UEQZFAGVRGWPDK-UHFFFAOYSA-N,n/a
ID_0736,Imidacloprid urea,DTXSID1037563,TP,Imidachloprid,Pesticide,TP I,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,3/1/2021,15390532,ADWTYURAFSWNSU-UHFFFAOYSA-N,n/a
ID_0737,Talampanel,DTXSID10167259,parent,n/a,Pharmaceutical,Ph Anticonvulsant,treatment of brain tumors and Parkinson disease,humans,Neuroactive,AMPA-receptor antagonist,Alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionate (AMPA)-receptor,n/a,n/a,n/a,drugbank,n/a,3/8/2022,164509,JACAAXNEHGBPOQ-LLVKDONJSA-N,n/a
ID_0738,Carazolol,DTXSID00866648,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-adrenergic receptor,n/a,n/a,n/a,wikipedia,n/a,11/1/2021,71739,BQXQGZPYHWWCEB-UHFFFAOYSA-N,n/a
ID_0739,Carvedilol,DTXSID8022747,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,"Beta adrenergic receptor antagonist, Alpha adrenergic receptor inhibition","Beta-1 and beta-2 adrenergic receptor, Alpha-1 adrenergic receptor","At higher doses, calcium channel blocking and antioxidant activity",n/a,n/a,drugbank,n/a,4/20/2022,2585,OGHNVEJMJSYVRP-UHFFFAOYSA-N,n/a
ID_0740,Propranolol,DTXSID6023525,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-adrenergic receptor,n/a,n/a,n/a,drugbank,n/a,3/1/2021,4946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,n/a
ID_0741,Alprenolol,DTXSID0045127,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-1 and beta-2 adrenergic receptor,n/a,n/a,n/a,drugbank,n/a,4/8/2022,2119,PAZJSJFMUHDSTF-UHFFFAOYSA-N,n/a
ID_0742,Bisoprolol,DTXSID6022682,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-1-adrenergic receptor,negligible effects on beta-2 adrenergic receptors,n/a,n/a,drugbank,n/a,3/1/2021,2405,VHYCDWMUTMEGQY-UHFFFAOYSA-N,n/a
ID_0743,Oxprenolol,DTXSID1043835,parent,n/a,Pharmaceutical,Ph Hypertension,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-1 and beta-2 adrenergic receptor,n/a,n/a,n/a,drugbank,n/a,2/25/2022,4631,CEMAWMOMDPGJMB-UHFFFAOYSA-N,n/a
ID_0744,Benproperine,DTXSID10862853,parent,n/a,Pharmaceutical,Ph Antitussive,"cough suppressant, potential target for anti-metastatic therapy",humans,unknown,n/a,n/a,suppressed metastasis of cancer cells in animal models (Actin-related protein 2/3 complex subunit 2 (ARPC2) inhibition),n/a,n/a,"drugbank, wikipedia, Yoon et al. 2019 (doi: 10.1016/j.bcp.2019.01.017)",n/a,2/25/2022,2326,JTUQXGZRVLWBCR-UHFFFAOYSA-N,n/a
ID_0745,RCS-8,DTXSID30158821,parent,n/a,Drug of abuse,Cannabinoid,n/a,humans,Neuroactive,n/a,n/a,RCS-8 affinities for cannabinoid receptor are unknown,n/a,n/a,"wikipedia, Wohlfarth et al. 2014 (doi: 10.4155/bio.14.1)",n/a,7/8/2022,53394099,BSQFBMXCQIKYNI-UHFFFAOYSA-N,n/a
ID_2870,Sufentanil,DTXSID6023604,parent,n/a,Pharmaceutical,Ph Analgetic/Anaesthetic,n/a,humans,Neuroactive,Opioid receptor agonist,Opioid receptors (Mu-type),n/a,n/a,n/a,drugbank,n/a,7/9/2022,41693,GGCSSNBKKAUURC-UHFFFAOYSA-N,n/a
ID_0747,Venlafaxine-N-desmethyl,DTXSID20881050,TP,Venlafaxine,Pharmaceutical,TP Ph Psychotropic/Antidepressive Agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, pubchem",n/a,10/7/2021,3501942,MKAFOJAJJMUXLW-UHFFFAOYSA-N,n/a
ID_0748,"1-(2,3-Dihydro-1,1,2,6-tetramethyl-3-(1-methylethyl)-1H-inden-5-yl)ethan-1-one",DTXSID9052393,parent,n/a,Industrial Chemical,IC Fragrance,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,CPDat,n/a,3/14/2022,91696,IMRYETFJNLKUHK-UHFFFAOYSA-N,n/a
ID_0749,Fenticonazole,DTXSID7057812,parent,n/a,Pharmaceutical,Ph Antifungal,antibacterial action,fungi (in humans),Nucleic acid damage,"Cytochrome oxidase inhibition, Cytochrome peroxidase inhibition, Cytoplasmic membrane damage, Protease secretion inhibition",n/a,n/a,n/a,n/a,"drugbank, Veraldi and Milani 2012 (doi: 10.2165/00003495-200868150-00007)",n/a,5/19/2022,51755,ZCJYUTQZBAIHBS-UHFFFAOYSA-N,n/a
ID_0750,Tetraconazole,DTXSID8034956,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,n/a,n/a,"FRAC, wikipedia",n/a,7/10/2022,80277,LQDARGUHUSPFNL-UHFFFAOYSA-N,n/a
ID_0751,Penconazole,DTXSID8042260,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,mammals,potential endocrine disruptor in humans,"PPDB, FRAC",n/a,12/15/2021,91693,WKBPZYKAUNRMKP-UHFFFAOYSA-N,n/a
ID_0752,Propafenone-N-Desmethyl,DTXSID001006774,TP,Propafenon,Pharmaceutical,TP Ph Antiarrhythmic,n/a,n/a,Cardiovascular system,Sodium channel inhibition,Sodium channels,contributes to the antiarrhythmic effects of propafenone,n/a,n/a,"Rouet et al. 1989 (doi: 10.1097/00005344-198910000-00009), Zhou et al. 2003",n/a,10/3/2022,128820,HIGKMVIPYOFHBP-UHFFFAOYSA-N,n/a
ID_0753,Venlafaxine,DTXSID6023737,parent,n/a,Pharmaceutical,Ph Psychotropic/Antidepressive Agent,n/a,humans,Neuroactive,Serotonin-noradrenaline reuptake inhibition (SNRI),Sodium-dependent serotonin and noradrenaline transporter,n/a,n/a,n/a,drugbank,n/a,10/22/2021,5656,PNVNVHUZROJLTJ-UHFFFAOYSA-N,n/a
ID_0754,Tinidazole,DTXSID4023676,parent,n/a,Pharmaceutical,Ph Antiprotozoal,n/a,protozoa (in humans),Nucleic acid damage,DNA binding (toxic free radicals),DNA,n/a,n/a,n/a,drugbank,n/a,7/12/2022,5479,HJLSLZFTEKNLFI-UHFFFAOYSA-N,n/a
ID_0755,Venlafaxine-N.N-didesmethyl,DTXSID50891440,TP,Venlafaxine,Pharmaceutical,TP Ph Psychotropic/Antidepressive Agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, pubchem",n/a,11/3/2021,9795857,SUQHIQRIIBKNOR-UHFFFAOYSA-N,n/a
ID_0756,Fenpropidin,DTXSID9058157,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,"Δ14- reductase inhibition, Δ8-Δ7-isomerase inhibition","Δ14- reductase, Δ8-Δ7-isomerase (erg24, erg2)",Ergosterol biosynthesis inhibition,mammals,n/a,"FRAC, wikipedia",n/a,12/18/2021,91694,MGNFYQILYYYUBS-UHFFFAOYSA-N,n/a
ID_0757,Citalopram,DTXSID8022826,parent,n/a,Pharmaceutical,Ph Psychotropic/Antidepressive Agent,n/a,humans,Neuroactive,Selective Serotonin reuptake inhibition (SSRI),Sodium-dependent serotonin transporter,n/a,n/a,n/a,drugbank,n/a,3/1/2021,2771,WSEQXVZVJXJVFP-UHFFFAOYSA-N,n/a
ID_0758,Citalopram hydrobromide,DTXSID40872344,parent,n/a,Pharmaceutical,Ph Psychotropic/Antidepressive Agent,n/a,humans,Neuroactive,Selective Serotonin reuptake inhibition (SSRI),Sodium-dependent serotonin transporter,n/a,n/a,n/a,drugbank,n/a,5/5/2022,23657881,WIHMBLDNRMIGDW-UHFFFAOYSA-N,n/a
ID_0759,Citalopram amide,DTXSID10881084,TP,Citalopram,Pharmaceutical,TP Ph Psychotropic/Antidepressive Agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Beretsou et al. 2016 (doi: 10.1016/j.watres.2016.07.029),n/a,10/3/2022,10193515,LYYWQJNKWCANAC-UHFFFAOYSA-N,n/a
ID_0760,Citalopram carboxylic acid,DTXSID50881083,TP,Citalopram,Pharmaceutical,TP Ph Psychotropic/Antidepressive Agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,Beretsou et al. 2016 (doi: 10.1016/j.watres.2016.07.029),n/a,5/5/2022,9928044,GECQEQCYCDJXJC-UHFFFAOYSA-N,n/a
ID_0761,3-oxo-citalopram,DTXSID30881081,TP,Citalopram,Pharmaceutical,TP Ph Psychotropic/Antidepressive Agent,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"drugbank, Gawlik et al. 2020 (doi: 10.1016/j.jpba.2020.113299)",n/a,7/18/2022,11484526,ASGSMDPSNUXWMB-UHFFFAOYSA-N,n/a
ID_0762,1-(3-Trifluoromethylphenyl)-piperazin | TFMPP,DTXSID10165876,parent,n/a,Drug of abuse,n/a,sold as alternative to the illicit drug MDMA,humans,Neuroactive,Serotonin receptor agonist,"Serotonin receptors (5-HT1A, 5-HT1B, 5-HT1D, 5-HT2A, 5-HT2C, 5-HT3)",n/a,n/a,n/a,wikipedia,n/a,2/25/2022,4296,KKIMDKMETPPURN-UHFFFAOYSA-N,n/a
ID_0763,Terconazole,DTXSID2045498,parent,n/a,Pharmaceutical,Ph Antifungal,n/a,fungi (in humans),Metabolic system,Cytochrome P450 14-alpha-demethylase inhibition,Cytochrome P450 14-alpha-demethylase,disrupting fungal cell membrane permeability,n/a,n/a,drugbank,n/a,7/10/2022,441383,BLSQLHNBWJLIBQ-OZXSUGGESA-N,n/a
ID_0764,Metoprolol,DTXSID2023309,parent,n/a,Pharmaceutical,Ph Beta Blocker,n/a,humans,Cardiovascular system,Beta adrenergic receptor antagonist,Beta-1-adrenergic receptor,negligible effects on beta-2 adrenergic receptors,n/a,n/a,drugbank,n/a,3/1/2021,4171,IUBSYMUCCVWXPE-UHFFFAOYSA-N,n/a
ID_0765,Ketobemidone,DTXSID00196977,parent,n/a,Pharmaceutical,Ph Analgetic,n/a,humans,Neuroactive,Opioid receptor agonist,"Opioid receptors (Mu-type, delta-type, kapa-type)",n/a,n/a,n/a,drugbank,n/a,6/17/2022,10101,ALFGKMXHOUSVAD-UHFFFAOYSA-N,n/a
ID_0766,Pipamperone,DTXSID8048369,parent,n/a,Pharmaceutical,Ph Psychotropic,n/a,humans,Neuroactive,"Dopamine receptor antagonist, Serotonin receptor antagonist, Alpha adrenergic receptor antagonist","Dopamine receptors (D1, D3, D4), Serotonin 5-HT2A and 5-HT2B receptors, Alpha adrenergic receptor",n/a,n/a,n/a,"wikipedia, drugbank",n/a,11/18/2021,4830,AXKPFOAXAHJUAG-UHFFFAOYSA-N,n/a
ID_0767,Penfluridol,DTXSID5049021,parent,n/a,Pharmaceutical,Ph Psychotropic,antipsychotic,humans,Neuroactive,"Dopamine receptor antagonist, Calcium channel inhibition","Dopamine D2 receptor, T-type calcium channels",anticancer effects against various cancer cell lines ,n/a,n/a,"wikipedia, Tuan and Lee 2019 (doi: 10.3390/molecules24203659)",n/a,7/5/2022,33630,MDLAAYDRRZXJIF-UHFFFAOYSA-N,n/a
ID_1081,Tulobuterol,DTXSID7048457,parent,n/a,Pharmaceutical,Ph Bronchodilator,n/a,humans,"Respiratory system, Neuromuscular system",Beta adrenergic receptor agonist,Beta-2 adrenergic receptor,n/a,n/a,n/a,drugbank,n/a,7/13/2022,5606,YREYLAVBNPACJM-UHFFFAOYSA-N,n/a
ID_0769,Thiacloprid amide,DTXSID60583566,TP,Thiacloprid,Pesticide,TP I/Molluscicide,n/a,n/a,unknown,n/a,n/a,n/a,n/a,n/a,"PPDB, pubchem",n/a,3/1/2021,16212161,LEZHOZPJYAQQNU-UVTDQMKNSA-N,n/a
ID_0770,Nitrofurantoin,DTXSID7020972,parent,n/a,Pharmaceutical,Ph Antibiotic,n/a,bacteria (in humans),Antibiotic,"Citric acid cycle inhibition, Nucleic acid biosynthesis inhibition","30S ribosomal protein, NADPH nitroreductase, Pyruvate-flavodoxin oxidoreductase",attack to ribosomal proteins/DNA/respiration/pyruvate metabolism,n/a,n/a,"wikipedia, drugbank, IARC/3/1990",n/a,3/1/2021,4509,NXFQHRVNIOXGAQ-UHFFFAOYSA-N,n/a
ID_0771,Candesartan cilexetil,DTXSID5020239,parent,n/a,Pharmaceutical,Ph Hypertension,n/a,humans,Cardiovascular system,AT1 receptor antagonist,Angiotensin II type 1 receptor (AT1) receptor,n/a,n/a,n/a,drugbank,n/a,7/18/2022,2540,GHOSNRCGJFBJIB-UHFFFAOYSA-N,n/a
ID_0772,Azaconazole,DTXSID3041613,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,n/a,n/a,"PPDB, FRAC",n/a,12/15/2021,43233,AKNQMEBLVAMSNZ-UHFFFAOYSA-N,n/a
ID_0773,Etaconazole,DTXSID2041913,parent,n/a,Pesticide,F,obsolete,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),n/a,n/a,n/a,"FRAC, PPDB",n/a,5/19/2022,91673,DWRKFAJEBUWTQM-UHFFFAOYSA-N,n/a
ID_0774,Propiconazole,DTXSID8024280,parent,n/a,"Biocide, Pesticide",B + F,n/a,fungi,"Sterol biosynthesis inhibition, Endocrine",C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,"mammals, fish",endocrine disruptor,"FRAC, PPDB, ECHA/HH_ENV/2022",n/a,12/18/2021,43234,STJLVHWMYQXCPB-UHFFFAOYSA-N,n/a
ID_0775,Etofenprox,DTXSID9032610,parent,n/a,Pesticide,I,n/a,insects,Neuroactive,Sodium channel modulator,Sodium channels,n/a,"mammals, fish, aquatic invertebrates",potential endocrine disruptor and reproduction/development effects in humans,"IRAC, PPDB, ECHA/2021",n/a,2/19/2022,71245,YREQHYQNNWYQCJ-UHFFFAOYSA-N,n/a
ID_0776,Epoxiconazole,DTXSID1040372,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,"mammals, birds, fish","potential cancerogen, endocrine disruptor and reproduction/development effects in humans","FRAC, wikipedia, PPDB",n/a,12/18/2021,n/a,ZMYFCFLJBGAQRS-RXQGYGPJNA-N,n/a
ID_0777,Flusilazole,DTXSID3024235,parent,n/a,Pesticide,F,n/a,fungi,Sterol biosynthesis inhibition,C14-demethylase inhibition,C14-demethylase (erg11/cyp51),Ergosterol biosynthesis inhibition,"mammals, fish",potential endocrine disruptor and reproduction/development effects in humans,"FRAC, wikipedia",n/a,12/18/2021,73675,FQKUGOMFVDPBIZ-UHFFFAOYSA-N,n/a
ID_0778,Droperidol,DTXSID6022973,parent,n/a,Pharmaceutical,Ph Antiemetic,antipsychotic,humans,Neuroactive,"Dopamine receptor antagonist, Alpha adrenergic receptor antagonist","Dopamine D2 receptor, Alpha-1A adrenergic receptor",exact mechanism of action is unknown,n/a,n/a,"drugbank, wikipedia",n/a,5/15/2022,3168,RMEDXOLNCUSCGS-UHFFFAOYSA-N,n/a
